Day,Month,Year,Date,Week,Day Of Week,Occupancy,Occupancy_%,Average_Daily_Rate,Average_Daily_Rate_%,Revenue_Per_Available_Room,Revenue_per_room_%,Supply,Supply_%,Demand,Demand_%,Revenue,Revenue_%,Number_Of_Hotels,Number_Of_Rooms
25,9,2017,9/25/2017,201739,Monday,87.2,12.3,9499.44,-2.7,8286.97,9.2,7943,0.2,6929,12.6,65823386,9.5,101,7943
26,9,2017,9/26/2017,201739,Tuesday,90.7,9,10175.53,5.9,9226.36,15.4,7943,0.2,7202,9.2,73284995,15.7,101,7943
27,9,2017,9/27/2017,201739,Wednesday,98.7,10.6,9554.69,-4.9,9429.4,5.2,7943,0.2,7839,10.8,74897686,5.4,101,7943
28,9,2017,9/28/2017,201739,Thursday,98.6,12.7,10349.14,6.5,10208.28,20,7943,0.2,7835,13,81084334,20.3,101,7943
29,9,2017,9/29/2017,201739,Friday,78.8,-15.6,8637.32,6.1,6808.06,-10.5,7943,0.2,6261,-15.4,54076396,-10.3,101,7943
30,9,2017,9/30/2017,201739,Saturday,73.6,-15.5,8138.23,11.9,5993.24,-5.5,7943,0.2,5849,-15.3,47604321,-5.3,101,7943
1,10,2017,10/1/2017,201740,Sunday,63.7,7.4,9556.87,22.4,6089,31.4,7943,0.2,5061,7.6,48364927,31.7,101,7943
2,10,2017,10/2/2017,201740,Monday,80.4,-1.7,10269.53,14.5,8254.4,12.5,7943,0.2,6384,-1.5,65564709,12.8,101,7943
3,10,2017,10/3/2017,201740,Tuesday,88.4,17.1,10099.55,3.8,8929.05,21.6,7943,0.2,7022,17.4,70923422,21.9,101,7943
4,10,2017,10/4/2017,201740,Wednesday,90.9,1.5,10176.9,2,9251.31,3.5,7943,0.2,7221,1.7,73483160,3.7,101,7943
5,10,2017,10/5/2017,201740,Thursday,93.8,11.5,11615.1,19.7,10900.62,33.5,7943,0.2,7454,11.8,86583621,33.8,101,7943
6,10,2017,10/6/2017,201740,Friday,94.8,25.7,11446.69,39.3,10856.79,75.1,7943,0.2,7534,26,86235493,75.5,101,7943
7,10,2017,10/7/2017,201740,Saturday,88.8,24,10952.7,39.7,9727.04,73.2,7943,0.2,7054,24.3,77261844,73.6,101,7943
8,10,2017,10/8/2017,201741,Sunday,77.7,53.6,11078.52,37.6,8607.71,111.3,7943,0.2,6171,53.9,68371055,111.8,101,7943
9,10,2017,10/9/2017,201741,Monday,93.2,60.2,12071.93,25.3,11257.07,100.7,7943,0.2,7407,60.6,89414887,101.2,101,7943
10,10,2017,10/10/2017,201741,Tuesday,96.2,37.6,11067.24,15.8,10651.51,59.4,7943,0.2,7645,37.9,84604921,59.7,101,7943
11,10,2017,10/11/2017,201741,Wednesday,98.8,24.9,9831.62,1.2,9712.47,26.4,7943,0.2,7847,25.1,77146112,26.7,101,7943
12,10,2017,10/12/2017,201741,Thursday,92.8,9.4,9670.64,-1.7,8969.62,7.5,7943,0.2,7367,9.6,71245688,7.7,101,7943
13,10,2017,10/13/2017,201741,Friday,80.6,17.1,9486.52,3.2,7642.14,20.8,7943,0.2,6399,17.3,60701481,21.1,101,7943
14,10,2017,10/14/2017,201741,Saturday,73.3,37.3,8065.78,-3.7,5915.66,32.1,7943,0.2,5826,37.6,46988103,32.4,101,7943
15,10,2017,10/15/2017,201742,Sunday,61,53.1,8459.25,-3,5157.54,48.5,7943,0.2,4843,53.5,40966305,48.8,101,7943
16,10,2017,10/16/2017,201742,Monday,66.9,2.5,9487.84,-1.2,6349.97,1.2,7943,0.2,5316,2.7,50437816,1.5,101,7943
17,10,2017,10/17/2017,201742,Tuesday,82.4,6.6,9364.68,-1.7,7713.99,4.8,7943,0.2,6543,6.8,61272262,5,101,7943
18,10,2017,10/18/2017,201742,Wednesday,93.4,14.2,9700.94,1.6,9060.64,16.1,7943,0.2,7419,14.5,71968678,16.3,101,7943
19,10,2017,10/19/2017,201742,Thursday,98.7,30.5,10041.25,8.6,9906.78,41.8,7943,0.2,7837,30.8,78689521,42.1,101,7943
20,10,2017,10/20/2017,201742,Friday,80.4,30.8,9113.94,9.6,7325.57,43.3,7943,0.2,6384,31.1,58186984,43.6,101,7943
21,10,2017,10/21/2017,201742,Saturday,67,25.7,8467.43,5.2,5671.55,32.3,7943,0.2,532,26,45049090,32.5,101,7943
22,10,2017,10/22/2017,201743,Sunday,58.5,11.8,9490.85,5.2,5548.51,17.6,7943,0.2,4644,12,44071840,17.9,101,7943
23,10,2017,10/23/2017,201743,Monday,81,10,9615.6,-1.1,7791.16,8.7,7943,0.2,6436,10.2,61885148,9,101,7943
24,10,2017,10/24/2017,201743,Tuesday,89.4,9.2,9803.74,-1.4,8769.41,7.6,7943,0.2,7105,9.4,69655393,7.9,101,7943
25,10,2017,10/25/2017,201743,Wednesday,93.4,11.3,10093.51,-0.1,9427.3,11.3,7943,0.2,7419,11.6,74881043,11.5,101,7943
26,10,2017,10/26/2017,201743,Thursday,95.6,11.9,10648.21,10.9,10184.46,24.1,7943,0.2,7597,12.1,80895203,24.4,101,7943
27,10,2017,10/27/2017,201743,Friday,88,5.1,9544.31,7.3,8395.3,12.8,7943,0.2,6987,5.4,66683905,13,101,7943
28,10,2017,10/28/2017,201743,Saturday,89.8,12.3,9063.7,15.5,8135.35,29.7,7943,0.2,7129,12.5,64619061,30,101,7943
29,10,2017,10/29/2017,201744,Sunday,66.9,63.6,9532.63,7,6377.95,75.1,7943,0.2,5314,63.9,50660043,75.5,101,7943
30,10,2017,10/30/2017,201744,Monday,63.6,39.8,9053.83,-4.6,5754.94,33.4,7943,0.2,5049,40.1,45711503,33.7,101,7943
31,10,2017,10/31/2017,201744,Tuesday,57,8.7,9068.46,-5,5171.53,3.2,7943,0.2,453,8.9,41077454,3.4,101,7943
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
